,cand_pcc,cand_name,cand_office,cand_office_st,cand_office_district,cand_election_yr,from_dates,through_dates,committee_total,actblue_total,percent
437,C00637587,"MELSON, BOYD",H,NY,11,2018,"[datetime.date(2018, 10, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 10, 17), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",99555.4,84131.4,0.8450711864951574
474,C00638783,"NYGARD, DOROTHY (DOTTY)",H,CA,10,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 5, 16)]",63413.21,53584.89,0.8450114731615069
737,C00650523,"JAMMAL, SAMIR",H,CA,39,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 17), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 5, 16), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30)]",561358.86,470801.53,0.8386819262102678
652,C00648964,"DAVID, STEVEN",H,TX,08,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 2, 15), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 2, 14)]",30114.32,25217.79,0.8374019403393469
700,C00649897,"TIPIRNENI, HIRAL",H,AZ,08,2018,"[datetime.date(2018, 10, 1), datetime.date(2018, 8, 9), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 2, 8), datetime.date(2017, 7, 1), datetime.date(2018, 4, 5), datetime.date(2018, 1, 1), datetime.date(2018, 5, 15)]","[datetime.date(2018, 10, 17), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 8, 8), datetime.date(2018, 4, 4), datetime.date(2017, 9, 30), datetime.date(2018, 5, 14), datetime.date(2018, 2, 7), datetime.date(2018, 6, 30)]",3868663.18,3233435.22,0.8358016889958355
472,C00638767,"BUSH, CORI",H,MO,01,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 4, 23), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2018, 7, 18), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30)]",138293.61,115530.05,0.8353968777010016
707,C00649988,"MESSENGER, ANNE",H,NY,24,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 10), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 4, 25), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31)]",105329.7,87737.7,0.8329815806937644
219,C00560847,"GARRETT, JANET PATRICIA MRS.",H,OH,04,2018,"[datetime.date(2018, 10, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 19)]","[datetime.date(2018, 10, 17), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 4, 18), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",540901.97,448483.99,0.8291409809433676
323,C00631572,"THOMPSON, JAMES A MR.",H,KS,04,2018,"[datetime.date(2018, 7, 19), datetime.date(2017, 7, 1), datetime.date(2017, 5, 2), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 10, 1), datetime.date(2017, 3, 23), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 5, 1), datetime.date(2018, 7, 18), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 10, 17), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2017, 3, 22)]",1337843.33,1109097.0,0.8290185966693125
613,C00647693,"JOHNSON, SAMUEL H.",H,TX,03,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 5, 3), datetime.date(2017, 10, 1), datetime.date(2018, 2, 15), datetime.date(2018, 4, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 2, 14), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2018, 5, 2)]",60009.68,49721.68,0.8285609921599315
908,C00657411,"LAMB, CONOR",H,PA,17,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 26), datetime.date(2018, 2, 22), datetime.date(2018, 7, 1), datetime.date(2018, 10, 1), datetime.date(2018, 4, 3)]","[datetime.date(2017, 12, 31), datetime.date(2018, 2, 21), datetime.date(2018, 6, 30), datetime.date(2018, 4, 2), datetime.date(2018, 9, 30), datetime.date(2018, 10, 17), datetime.date(2018, 4, 25)]",7996131.69,6612256.87,0.8269319623974327
1015,C00661769,"OLIVER, JULIE LYNN",H,TX,25,2018,"[datetime.date(2018, 10, 1), datetime.date(2018, 5, 3), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 2, 15)]","[datetime.date(2018, 10, 17), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 2), datetime.date(2018, 2, 14), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31)]",588336.62,486497.76,0.8269037545206688
820,C00653550,"SMITH, CARLTON ELLIOTT",H,MS,01,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",32901.57,27094.99,0.8235166285377872
471,C00638726,"MOSER, LAURA",H,TX,07,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 2, 15), datetime.date(2017, 10, 1), datetime.date(2017, 4, 27), datetime.date(2018, 5, 3), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2018, 2, 14), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2018, 5, 2), datetime.date(2017, 9, 30)]",1276532.13,1050196.35,0.8226948036161066
554,C00641027,"PERRY, PAUL-DAVID II",H,PA,07,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 5, 18), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31)]",85093.45,69594.29,0.817857191123406
1221,C00672295,"MCBATH, LUCIA KAY MS.",H,GA,06,2018,"[datetime.date(2018, 10, 1), datetime.date(2018, 5, 3), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 5)]","[datetime.date(2018, 10, 17), datetime.date(2018, 7, 4), datetime.date(2018, 5, 2), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30)]",1561103.37,1275558.52,0.8170878011748831
592,C00647024,"FRIEDMAN, ALISON",H,VA,10,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 5, 24), datetime.date(2017, 6, 5)]","[datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 23), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30)]",1401253.64,1143971.24,0.816391270890829
650,C00648949,"WARD, DANIEL",H,VA,07,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 5, 24), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 5, 23), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",863555.18,704130.52,0.8153856711275821
1173,C00669481,"LUNKENHEIMER, ASHLEY",H,PA,05,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 2, 1), datetime.date(2018, 4, 26), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 4, 25)]",502535.84,409172.84,0.8142162358012117
173,C00505552,"HEITKAMP, HEIDI",S,ND,00,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2018, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2018, 5, 24), datetime.date(2017, 10, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2018, 10, 17), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2018, 5, 23), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",21622647.22,17602064.88,0.8140568867866864
1180,C00670091,"HARRIS, KERRI EVELYN",S,DE,00,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 8, 18), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 8, 17), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",166354.93,135328.46,0.8134923323282334
519,C00639989,"OJEDA, RICHARD NEECE SENATOR II",H,WV,03,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 19)]","[datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 10, 17), datetime.date(2018, 4, 18), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30)]",1777214.17,1443124.44,0.8120149300857757
1138,C00667741,"PRESSLEY, AYANNA",H,MA,07,2018,"[datetime.date(2018, 10, 1), datetime.date(2018, 8, 16), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 10, 17), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 8, 15), datetime.date(2018, 3, 31)]",1189632.34,965108.49,0.8112661849794701
484,C00639187,"TRIANTAPHYLLIS, ALEXANDER",H,TX,07,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 2, 15), datetime.date(2017, 5, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 2, 14), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30)]",1131564.02,916467.85,0.8099125049946356
1125,C00667063,"CHRISTINA, PREJEAN",H,CA,49,2018,"[datetime.date(2018, 5, 17), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 5, 16)]",37554.46,30379.46,0.8089441307370683
319,C00631127,"NELSON, PATRICK F",H,NY,21,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 6, 7), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 6, 6), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31)]",67653.07,54667.02,0.808049361248499
577,C00646547,"YANKOVICH, DAVID",H,WI,01,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30)]",88495.81,71418.4,0.8070257789606083
305,C00630061,"FLORES, YOLIE",H,CA,34,2018,"[datetime.date(2017, 4, 25), datetime.date(2017, 4, 1), datetime.date(2017, 1, 1), datetime.date(2017, 3, 16)]","[datetime.date(2017, 6, 5), datetime.date(2017, 4, 24), datetime.date(2017, 3, 15), datetime.date(2017, 3, 31)]",164347.5,132512.5,0.806294589208841
511,C00639799,"HOLCOMBE, JESSICA JONES",H,CA,01,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 17), datetime.date(2017, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2018, 8, 23), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 16), datetime.date(2017, 9, 30)]",288416.57,231568.06,0.8028944384159342
1131,C00667295,"VITALI, GREG",H,PA,07,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 4, 26), datetime.date(2018, 1, 1)]","[datetime.date(2018, 10, 8), datetime.date(2018, 4, 25), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",76266.26,60941.26,0.7990592432354754
979,C00660381,"GIFFORD, RUFUS",H,MA,03,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 8, 16), datetime.date(2017, 11, 10)]","[datetime.date(2018, 8, 15), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31)]",1523823.01,1214747.77,0.7971711688485397
545,C00640755,"CALDERON, ROZA I",H,CA,04,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30)]",42376.41,33662.66,0.7943726238253783
1258,C00675538,"PEREZ WILLIAMS, JUANITA",H,NY,24,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 6, 7), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 6), datetime.date(2018, 6, 30), datetime.date(2018, 8, 14)]",71161.73,56297.73,0.7911236840363494
409,C00636720,"MCFADDEN, ELLIOTT JAMES",H,TX,21,2018,"[datetime.date(2018, 2, 15), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 3, 16)]","[datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 2, 14), datetime.date(2017, 6, 30)]",92191.3,72883.87,0.7905721038753114
776,C00651851,"HAGGMAN, MATTHEW W",H,FL,27,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 8, 9), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 8, 8), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",1437318.23,1135799.56,0.7902213555031582
797,C00652594,"BAER, LAUREN",H,FL,18,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 8, 1), datetime.date(2018, 8, 9), datetime.date(2018, 1, 1), datetime.date(2018, 10, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 8, 8), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 10, 17), datetime.date(2017, 12, 31)]",3609935.02,2845796.71,0.7883235277736385
806,C00652800,"HARRIS, TAMARA",H,NJ,11,2018,"[datetime.date(2017, 8, 9), datetime.date(2018, 1, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 7, 31), datetime.date(2018, 5, 16)]",296069.18,233364.18,0.7882082829425204
591,C00647016,"MORENO, DOMINICK",H,CO,07,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 6, 7), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 10, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 6), datetime.date(2018, 10, 17), datetime.date(2017, 9, 30)]",93686.33,73794.66,0.787677988880555
347,C00633867,"FLYNN, BRIAN",H,NY,19,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 6, 7), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 6)]",808752.74,636497.44,0.7870111698168712
265,C00605592,"JAYAPAL, PRAMILA",H,WA,07,2018,"[datetime.date(2018, 10, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 7, 19)]","[datetime.date(2018, 10, 17), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 7, 18), datetime.date(2018, 9, 30)]",1715221.69,1349593.73,0.7868334092720108
674,C00649350,"HEGAR, MARY JENNINGS MJ",H,TX,31,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 2, 15), datetime.date(2018, 10, 1), datetime.date(2018, 5, 3), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 5, 2), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 10, 17), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 2, 14), datetime.date(2017, 12, 31)]",3795201.39,2984297.03,0.7863343004308923
366,C00634709,"PARNELL, ARCHIE",H,SC,05,2018,"[datetime.date(2017, 6, 1), datetime.date(2018, 7, 1), datetime.date(2018, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 24), datetime.date(2017, 7, 11), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2017, 4, 13)]","[datetime.date(2017, 7, 10), datetime.date(2018, 9, 30), datetime.date(2018, 10, 17), datetime.date(2018, 5, 23), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 4, 12), datetime.date(2017, 5, 31)]",1320417.53,1035808.39,0.784455194259652
861,C00655183,"BALTER, DANA",H,NY,24,2018,"[datetime.date(2018, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 6, 7), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 10, 17), datetime.date(2018, 6, 6), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31)]",2116893.12,1660530.24,0.7844185539230246
903,C00657122,"DOYLE, MARGE",H,CA,08,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 5, 16), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",399738.08,313533.53,0.7843474156877924
541,C00640680,"SULLIVAN, SUE",H,NY,19,2018,"[datetime.date(2017, 5, 17), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 10, 23), datetime.date(2017, 9, 30)]",66358.77,51828.77,0.7810387383611841
946,C00658724,"SULLIVAN, MAURA CORBY",H,NH,01,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 8, 23), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 8, 22), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",1842014.99,1438443.99,0.7809078632959442
1179,C00670034,"DAVIDS, SHARICE",H,KS,03,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 19), datetime.date(2018, 10, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 7, 18), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 10, 17)]",3361752.81,2624948.69,0.78082739521827
